Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,7.374124050140381,7.374124050140381,7.2912678718566895,7.2912678718566895,1.6132172346115112,407940.0
1962-01-03,7.2912678718566895,7.3550028800964355,7.2912678718566895,7.3550028800964355,1.6273201704025269,305955.0
1962-01-04,7.3550028800964355,7.3550028800964355,7.2785210609436035,7.281707763671875,1.6111031770706177,274575.0
1962-01-05,7.272148132324219,7.272148132324219,7.125557899475098,7.138305187225342,1.5793743133544922,384405.0
1962-01-08,7.131930828094482,7.131930828094482,6.9471001625061035,7.00446081161499,1.5497610569000244,572685.0
1962-01-09,7.0363287925720215,7.176546096801758,7.0363287925720215,7.087316989898682,1.5680948495864868,517770.0
1962-01-10,7.100063800811768,7.131930828094482,7.100063800811768,7.100063800811768,1.570913553237915,313800.0
1962-01-11,7.1191840171813965,7.176546096801758,7.1191840171813965,7.176546096801758,1.5878350734710693,337335.0
1962-01-12,7.189292907714844,7.2402801513671875,7.189292907714844,7.189292907714844,1.5906555652618408,462855.0
1962-01-15,7.214786052703857,7.237093925476074,7.214786052703857,7.221159934997559,1.597705602645874,266730.0
1962-01-16,7.214786052703857,7.214786052703857,7.144678115844727,7.144678115844727,1.5807852745056152,266730.0
1962-01-17,7.112811088562012,7.112811088562012,7.01083517074585,7.02995491027832,1.555402398109436,439320.0
1962-01-18,7.049076080322266,7.1191840171813965,7.049076080322266,7.049076080322266,1.5596314668655396,392250.0
1962-01-19,7.049076080322266,7.068195819854736,6.972593784332275,7.05544900894165,1.561042308807373,423630.0
1962-01-22,7.05544900894165,7.125557899475098,7.0363287925720215,7.0427021980285645,1.5582219362258911,290265.0
1962-01-23,7.039515972137451,7.049076080322266,6.9598469734191895,6.972593784332275,1.5427093505859375,392250.0
1962-01-24,6.972593784332275,7.01083517074585,6.937540054321289,7.01083517074585,1.5511713027954102,431475.0
1962-01-25,7.01083517074585,7.068195819854736,6.921606063842773,6.934352874755859,1.5342501401901245,337335.0
1962-01-26,6.934352874755859,6.9598469734191895,6.896111965179443,6.899299144744873,1.5264928340911865,258885.0
1962-01-29,6.899299144744873,6.9471001625061035,6.781389236450195,6.781389236450195,1.5004056692123413,611910.0
1962-01-30,6.781389236450195,6.819630146026611,6.695346832275391,6.695346832275391,1.4813683032989502,776655.0
1962-01-31,6.762269020080566,6.908858776092529,6.762269020080566,6.908858776092529,1.528607726097107,800190.0
1962-02-01,6.978967189788818,7.087316989898682,6.978967189788818,7.068195819854736,1.5638625621795654,674670.0
1962-02-02,7.068195819854736,7.112811088562012,7.0363287925720215,7.112811088562012,1.5737342834472656,533460.0
1962-02-05,7.112811088562012,7.112811088562012,6.9853410720825195,7.0235819816589355,1.5539909601211548,329490.0
1962-02-06,7.0235819816589355,7.0363287925720215,6.9980878829956055,7.02995491027832,1.5556137561798096,274575.0
1962-02-07,7.0363287925720215,7.074570178985596,7.0363287925720215,7.0363287925720215,1.5570242404937744,266730.0
1962-02-08,7.0363287925720215,7.074570178985596,7.0363287925720215,7.0427021980285645,1.558435082435608,23535.0
1962-02-09,7.0427021980285645,7.093689918518066,7.01083517074585,7.093689918518066,1.5697165727615356,455010.0
1962-02-12,7.093689918518066,7.151051998138428,7.087316989898682,7.100063800811768,1.5711265802383423,298110.0
1962-02-13,7.100063800811768,7.1064372062683105,6.9853410720825195,6.9853410720825195,1.545741081237793,274575.0
1962-02-14,6.9853410720825195,7.01083517074585,6.9598469734191895,6.972593784332275,1.5429199934005737,219660.0
1962-02-15,6.972593784332275,6.972593784332275,6.940727233886719,6.9471001625061035,1.5372782945632935,243195.0
1962-02-16,6.9471001625061035,6.972593784332275,6.940727233886719,6.940727233886719,1.535867691040039,235350.0
1962-02-19,6.940727233886719,6.972593784332275,6.857871055603027,6.870617866516113,1.5203547477722168,298110.0
1962-02-20,6.873805046081543,6.908858776092529,6.873805046081543,6.873805046081543,1.5210593938827515,305955.0
1962-02-21,6.873805046081543,6.921606063842773,6.822816848754883,6.822816848754883,1.5097774267196655,384405.0
1962-02-23,6.832376956939697,6.857871055603027,6.832376956939697,6.845123767852783,1.5147138833999634,305955.0
1962-02-26,6.845123767852783,6.851498126983643,6.806882858276367,6.819630146026611,1.5090726613998413,313800.0
1962-02-27,6.819630146026611,6.876992225646973,6.781389236450195,6.832376956939697,1.5118935108184814,368715.0
1962-02-28,6.832376956939697,6.845123767852783,6.794136047363281,6.845123767852783,1.5147138833999634,282420.0
1962-03-01,6.870617866516113,6.927979946136475,6.870617866516113,6.927979946136475,1.5330488681793213,298110.0
1962-03-02,6.9853410720825195,7.0235819816589355,6.9853410720825195,6.9853410720825195,1.545741081237793,258885.0
1962-03-05,6.9853410720825195,6.9853410720825195,6.934352874755859,6.9598469734191895,1.540098786354065,376560.0
1962-03-06,6.9598469734191895,6.991714000701904,6.9471001625061035,6.966220855712891,1.541509985923767,196125.0
1962-03-07,6.966220855712891,6.988527774810791,6.9471001625061035,6.988527774810791,1.5464465618133545,133365.0
1962-03-08,6.988527774810791,7.00446081161499,6.9471001625061035,7.00446081161499,1.5499730110168457,196125.0
1962-03-09,7.01083517074585,7.049076080322266,7.01083517074585,7.049076080322266,1.5598459243774414,305955.0
1962-03-12,7.049076080322266,7.068195819854736,7.0235819816589355,7.0427021980285645,1.558435082435608,298110.0
1962-03-13,7.0427021980285645,7.0427021980285645,7.01083517074585,7.0363287925720215,1.5570242404937744,133365.0
1962-03-14,7.0363287925720215,7.05544900894165,7.01083517074585,7.0235819816589355,1.5542033910751343,211815.0
1962-03-15,7.0235819816589355,7.061822891235352,7.01083517074585,7.01083517074585,1.5513821840286255,258885.0
1962-03-16,7.01083517074585,7.0427021980285645,7.01083517074585,7.0427021980285645,1.558435082435608,172590.0
1962-03-19,7.05544900894165,7.087316989898682,7.05544900894165,7.061822891235352,1.562666416168213,392250.0
1962-03-20,7.049076080322266,7.049076080322266,7.017208099365234,7.017208099365234,1.5527927875518799,172590.0
1962-03-21,7.017208099365234,7.0363287925720215,6.9980878829956055,7.0235819816589355,1.5542033910751343,274575.0
1962-03-22,6.9980878829956055,6.9980878829956055,6.9471001625061035,6.9471001625061035,1.5372782945632935,251040.0
1962-03-23,6.953474044799805,6.9853410720825195,6.953474044799805,6.972593784332275,1.5429199934005737,196125.0
